source,target,value,link,nodes
Behavioral  Suicidal Homicidal Ideation , Major depressv disorder recurrent severe w o psych features,8,"{source:""Behavioral Suicidal Homicidal Ideation"", target:""Major depressv disorder recurrent severe w o psych features"", value: 8}",
Breathing Problem , Abuse of Hallucinogen,8,"{source:""Breathing Problem"", target:""Abuse of Hallucinogen"", value: 8}",
Breathing Problem , Infectious  Sepsis,8,"{source:""Breathing Problem"", target:""Infectious Sepsis"", value: 8}",
Breathing Problem , Respiratory arrest,8,"{source:""Breathing Problem"", target:""Respiratory arrest"", value: 8}",
Chest Pain Non Traumatic , Behavioral  Strange Behavior,8,"{source:""Chest Pain Non Traumatic"", target:""Behavioral Strange Behavior"", value: 8}",
Chest Pain Non Traumatic , Chest pain on breathing,8,"{source:""Chest Pain Non Traumatic"", target:""Chest pain on breathing"", value: 8}",
Chest Pain Non Traumatic , CV  Chest Pain  STEMI of Anterior Wall,8,"{source:""Chest Pain Non Traumatic"", target:""CV Chest Pain STEMI of Anterior Wall"", value: 8}",
Chest pain unspecified , Anxiety disorder unspecified,8,"{source:""Chest pain unspecified"", target:""Anxiety disorder unspecified"", value: 8}",
Chest pain unspecified , Precordial pain,8,"{source:""Chest pain unspecified"", target:""Precordial pain"", value: 8}",
CV  Cardiac Arrhythmia Dysrhythmia , Other chest pain,8,"{source:""CV Cardiac Arrhythmia Dysrhythmia"", target:""Other chest pain"", value: 8}",
CV  Chest Pain  Presumed Cardiac , STEMI involving oth coronary artery of anterior wall,8,"{source:""CV Chest Pain Presumed Cardiac"", target:""STEMI involving oth coronary artery of anterior wall"", value: 8}",
Endocrine  Hyperglycemia  Diabetic Diabetes , Type 1 diabetes mellitus with ketoacidosis without coma,8,"{source:""Endocrine Hyperglycemia Diabetic Diabetes"", target:""Type 1 diabetes mellitus with ketoacidosis without coma"", value: 8}",
Falls , Behavioral  Mental Disorder Not Otherwise Listed,8,"{source:""Falls"", target:""Behavioral Mental Disorder Not Otherwise Listed"", value: 8}",
Falls , Intracranial  Stroke CVA Hemorrhagic,8,"{source:""Falls"", target:""Intracranial Stroke CVA Hemorrhagic"", value: 8}",
Falls , Repeated falls,8,"{source:""Falls"", target:""Repeated falls"", value: 8}",
GI GU  Abdominal Pain Acute Onset , Generalized abdominal pain,8,"{source:""GI GU Abdominal Pain Acute Onset"", target:""Generalized abdominal pain"", value: 8}",
GI GU  Generalized Abdominal Pain , Sepsis unspecified organism,8,"{source:""GI GU Generalized Abdominal Pain"", target:""Sepsis unspecified organism"", value: 8}",
Hemorrhage not elsewhere classified , Laceration w o foreign body of oth part of head init encntr,8,"{source:""Hemorrhage not elsewhere classified"", target:""Laceration w o foreign body of oth part of head init encntr"", value: 8}",
Infectious  Pneumonia , Chronic obstructive pulmonary disease w acute exacerbation,8,"{source:""Infectious Pneumonia"", target:""Chronic obstructive pulmonary disease w acute exacerbation"", value: 8}",
Infectious  Sepsis , Sepsis due to Escherichia coli [E. coli],8,"{source:""Infectious Sepsis"", target:""Sepsis due to Escherichia coli [E. coli]"", value: 8}",
Injury  Head , Traum subdr hem w o loss of consciousness init,8,"{source:""Injury Head"", target:""Traum subdr hem w o loss of consciousness init"", value: 8}",
Injury  Hip , Oth fracture of left pubis init encntr for closed fracture,8,"{source:""Injury Hip"", target:""Oth fracture of left pubis init encntr for closed fracture"", value: 8}",
Injury  Hip , Pain in right hip,8,"{source:""Injury Hip"", target:""Pain in right hip"", value: 8}",
Injury  Not Otherwise Listed , Displaced bimalleolar fracture of left lower leg init,8,"{source:""Injury Not Otherwise Listed"", target:""Displaced bimalleolar fracture of left lower leg init"", value: 8}",
Injury  Not Otherwise Listed , Displaced trimalleolar fracture of right lower leg init,8,"{source:""Injury Not Otherwise Listed"", target:""Displaced trimalleolar fracture of right lower leg init"", value: 8}",
Injury  Not Otherwise Listed , Other chest pain,8,"{source:""Injury Not Otherwise Listed"", target:""Other chest pain"", value: 8}",
Injury  Not Otherwise Listed , Strain of muscle fascia and tendon at neck level init,8,"{source:""Injury Not Otherwise Listed"", target:""Strain of muscle fascia and tendon at neck level init"", value: 8}",
Neuro  Altered Mental Status altered LOC decreased LOC , Acute kidney failure with tubular necrosis,8,"{source:""Neuro Altered Mental Status altered LOC decreased LOC"", target:""Acute kidney failure with tubular necrosis"", value: 8}",
Neuro  Altered Mental Status altered LOC decreased LOC , Pneumonia unspecified organism,8,"{source:""Neuro Altered Mental Status altered LOC decreased LOC"", target:""Pneumonia unspecified organism"", value: 8}",
Neuro  Altered Mental Status altered LOC decreased LOC , Weakness,8,"{source:""Neuro Altered Mental Status altered LOC decreased LOC"", target:""Weakness"", value: 8}",
Pain  Back Non traumatic , Dorsalgia unspecified,8,"{source:""Pain Back Non traumatic"", target:""Dorsalgia unspecified"", value: 8}",
Pain  Back Non traumatic , Strain of muscle fascia and tendon at neck level init,8,"{source:""Pain Back Non traumatic"", target:""Strain of muscle fascia and tendon at neck level init"", value: 8}",
Pain unspecified , Other chronic pain,8,"{source:""Pain unspecified"", target:""Other chronic pain"", value: 8}",
Poisoning by unspecified drugs medicaments and biological substances undetermined , Other stimulant abuse uncomplicated,8,"{source:""Poisoning by unspecified drugs medicaments and biological substances undetermined"", target:""Other stimulant abuse uncomplicated"", value: 8}",
Respiratory  Acute Onset Distress , Unspecified asthma uncomplicated,8,"{source:""Respiratory Acute Onset Distress"", target:""Unspecified asthma uncomplicated"", value: 8}",
Respiratory  Asthma , Acute respiratory failure with hypoxia,8,"{source:""Respiratory Asthma"", target:""Acute respiratory failure with hypoxia"", value: 8}",
Respiratory  Asthma , Chronic obstructive pulmonary disease w acute exacerbation,8,"{source:""Respiratory Asthma"", target:""Chronic obstructive pulmonary disease w acute exacerbation"", value: 8}",
Respiratory  Asthma , Unspecified asthma uncomplicated,8,"{source:""Respiratory Asthma"", target:""Unspecified asthma uncomplicated"", value: 8}",
Respiratory  Not Otherwise Listed , Acute obstructive laryngitis [croup],8,"{source:""Respiratory Not Otherwise Listed"", target:""Acute obstructive laryngitis [croup]"", value: 8}",
Respiratory  Not Otherwise Listed , Acute respiratory failure with hypoxia,8,"{source:""Respiratory Not Otherwise Listed"", target:""Acute respiratory failure with hypoxia"", value: 8}",
Respiratory  Not Otherwise Listed , Hypertensive heart disease with heart failure,8,"{source:""Respiratory Not Otherwise Listed"", target:""Hypertensive heart disease with heart failure"", value: 8}",
Sick Person , Abuse of Alcohol  Withdrawal,8,"{source:""Sick Person"", target:""Abuse of Alcohol Withdrawal"", value: 8}",
Sick Person , Abuse of Narcotic i.e. Heroin,8,"{source:""Sick Person"", target:""Abuse of Narcotic i.e. Heroin"", value: 8}",
Sick Person , Allergic Reaction,8,"{source:""Sick Person"", target:""Allergic Reaction"", value: 8}",
Sick Person , CV  Congestive Heart Failure CHF,8,"{source:""Sick Person"", target:""CV Congestive Heart Failure CHF"", value: 8}",
Sick Person , Pain  Chest presumed non cardiac,8,"{source:""Sick Person"", target:""Pain Chest presumed non cardiac"", value: 8}",
Unspecified abdominal pain , Urinary tract infection site not specified,8,"{source:""Unspecified abdominal pain"", target:""Urinary tract infection site not specified"", value: 8}",
Weakness , Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny,8,"{source:""Weakness"", target:""Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny"", value: 8}",
Weakness , Hypertensive heart disease with heart failure,8,"{source:""Weakness"", target:""Hypertensive heart disease with heart failure"", value: 8}",
Abuse of Alcohol , Alcohol dependence with withdrawal unspecified,9,"{source:""Abuse of Alcohol"", target:""Alcohol dependence with withdrawal unspecified"", value: 9}",
Breathing Problem , GI GU  Nausea,9,"{source:""Breathing Problem"", target:""GI GU Nausea"", value: 9}",
Breathing Problem , Unspecified abdominal pain,9,"{source:""Breathing Problem"", target:""Unspecified abdominal pain"", value: 9}",
Chest Pain Non Traumatic , CV  Chest Pain  STEMI of Inferior Wall,9,"{source:""Chest Pain Non Traumatic"", target:""CV Chest Pain STEMI of Inferior Wall"", value: 9}",
Chest Pain Non Traumatic , Pain  Back Non traumatic,9,"{source:""Chest Pain Non Traumatic"", target:""Pain Back Non traumatic"", value: 9}",
Chest pain unspecified , Other pulmonary embolism without acute cor pulmonale,9,"{source:""Chest pain unspecified"", target:""Other pulmonary embolism without acute cor pulmonale"", value: 9}",
Chest pain unspecified , STEMI involving oth coronary artery of anterior wall,9,"{source:""Chest pain unspecified"", target:""STEMI involving oth coronary artery of anterior wall"", value: 9}",
Fever , Sepsis due to Escherichia coli [E. coli],9,"{source:""Fever"", target:""Sepsis due to Escherichia coli [E. coli]"", value: 9}",
General Malaise , Nausea with vomiting unspecified,9,"{source:""General Malaise"", target:""Nausea with vomiting unspecified"", value: 9}",
GI GU  Generalized Abdominal Pain , Constipation unspecified,9,"{source:""GI GU Generalized Abdominal Pain"", target:""Constipation unspecified"", value: 9}",
GI GU  Generalized Abdominal Pain , Epigastric pain,9,"{source:""GI GU Generalized Abdominal Pain"", target:""Epigastric pain"", value: 9}",
GI GU  Nausea , Noninfective gastroenteritis and colitis unspecified,9,"{source:""GI GU Nausea"", target:""Noninfective gastroenteritis and colitis unspecified"", value: 9}",
Infectious  Disease Unspecified , Sepsis unspecified organism,9,"{source:""Infectious Disease Unspecified"", target:""Sepsis unspecified organism"", value: 9}",
Injury  Face , Unspecified injury of head initial encounter,9,"{source:""Injury Face"", target:""Unspecified injury of head initial encounter"", value: 9}",
Injury  Head , Concussion without loss of consciousness initial encounter,9,"{source:""Injury Head"", target:""Concussion without loss of consciousness initial encounter"", value: 9}",
Injury  Head without L.O.C. , Laceration without foreign body of scalp initial encounter,9,"{source:""Injury Head without L.O.C."", target:""Laceration without foreign body of scalp initial encounter"", value: 9}",
Injury  Not Otherwise Listed , Contusion of scalp initial encounter,9,"{source:""Injury Not Otherwise Listed"", target:""Contusion of scalp initial encounter"", value: 9}",
Injury  Not Otherwise Listed , Sepsis unspecified organism,9,"{source:""Injury Not Otherwise Listed"", target:""Sepsis unspecified organism"", value: 9}",
Neuro  Altered Mental Status altered LOC decreased LOC , Dehydration,9,"{source:""Neuro Altered Mental Status altered LOC decreased LOC"", target:""Dehydration"", value: 9}",
Neuro  Altered Mental Status altered LOC decreased LOC , Unspecified injury of head initial encounter,9,"{source:""Neuro Altered Mental Status altered LOC decreased LOC"", target:""Unspecified injury of head initial encounter"", value: 9}",
Neuro  Stroke CVA , Cerebral infarction unspecified,9,"{source:""Neuro Stroke CVA"", target:""Cerebral infarction unspecified"", value: 9}",
Pain  Not Elsewhere Mentioned Sudden Onset , Unspecified injury of head initial encounter,9,"{source:""Pain Not Elsewhere Mentioned Sudden Onset"", target:""Unspecified injury of head initial encounter"", value: 9}",
Pain unspecified , Urinary tract infection site not specified,9,"{source:""Pain unspecified"", target:""Urinary tract infection site not specified"", value: 9}",
Respiratory  Acute Onset Distress , Anxiety disorder unspecified,9,"{source:""Respiratory Acute Onset Distress"", target:""Anxiety disorder unspecified"", value: 9}",
Respiratory  Acute Onset Distress , Cardiac arrest cause unspecified,9,"{source:""Respiratory Acute Onset Distress"", target:""Cardiac arrest cause unspecified"", value: 9}",
Respiratory  Acute Onset Distress , Chronic obstructive pulmon disease w acute lower resp infct,9,"{source:""Respiratory Acute Onset Distress"", target:""Chronic obstructive pulmon disease w acute lower resp infct"", value: 9}",
Respiratory  Acute Onset Distress , Hypoxemia,9,"{source:""Respiratory Acute Onset Distress"", target:""Hypoxemia"", value: 9}",
Sick Person , Abuse of Sedative Hypnotic or Anxiolytic,9,"{source:""Sick Person"", target:""Abuse of Sedative Hypnotic or Anxiolytic"", value: 9}",
Sick Person , GI GU  Constipation,9,"{source:""Sick Person"", target:""GI GU Constipation"", value: 9}",
Sick Person , GI GU  Nausea With Vomiting,9,"{source:""Sick Person"", target:""GI GU Nausea With Vomiting"", value: 9}",
Unspecified abdominal pain , Constipation unspecified,9,"{source:""Unspecified abdominal pain"", target:""Constipation unspecified"", value: 9}",
Unspecified convulsions , Epilepsy unsp not intractable without status epilepticus,9,"{source:""Unspecified convulsions"", target:""Epilepsy unsp not intractable without status epilepticus"", value: 9}",
Vomiting , Nausea with vomiting unspecified,9,"{source:""Vomiting"", target:""Nausea with vomiting unspecified"", value: 9}",
Behavioral  Mental Disorder Not Otherwise Listed , Altered mental status unspecified,10,"{source:""Behavioral Mental Disorder Not Otherwise Listed"", target:""Altered mental status unspecified"", value: 10}",
Behavioral  Mental Disorder Not Otherwise Listed , Chest pain unspecified,10,"{source:""Behavioral Mental Disorder Not Otherwise Listed"", target:""Chest pain unspecified"", value: 10}",
