,complaint,impression,diagnosis,count
18782,Unconscious Fainting NearFainting,Abuse Of Psychoactive Substance,Alcohol Abuse,5
18792,Unconscious Fainting NearFainting,Abuse Of Psychoactive Substance,Poisoning By Drug Meds Biol Subst,3
18799,Unconscious Fainting NearFainting,Abuse Of Sedative Hypnotic Or Anxiolytic,Altered Mental Status,3
18836,Unconscious Fainting NearFainting,Behavioral Anxiety,Panic Disorder [Episodic Paroxysmal Anxiety],3
18839,Unconscious Fainting NearFainting,Behavioral Anxiety,Syncope And Collapse,6
18851,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Altered Mental Status,3
18868,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,3
18878,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Syncope And Collapse,5
18880,Unconscious Fainting NearFainting,Behavioral Strange Behavior,Altered Mental Status,5
18905,Unconscious Fainting NearFainting,CV Cardiac Arrest,Cardiac Arrest,17
18933,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Sepsis,3
18937,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Syncope And Collapse,8
18948,Unconscious Fainting NearFainting,CV Chest Pain Presumed Cardiac,Chest Pain,3
18972,Unconscious Fainting NearFainting,CV Hypotension,Hypotension,3
18978,Unconscious Fainting NearFainting,CV Hypotension,Syncope And Collapse,16
18979,Unconscious Fainting NearFainting,CV Hypotension,Urinary Tract Infection,3
19003,Unconscious Fainting NearFainting,Convulsions,Convulsions,3
19012,Unconscious Fainting NearFainting,Dehydration,Sepsis,3
19027,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,3
19028,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,6
19029,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Altered Mental Status,4
19037,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,3
19038,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,5
19047,Unconscious Fainting NearFainting,Environment Hypothermia,Hypothermia,3
19049,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Alcohol Abuse,3
19057,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Poisoning By Heroin,3
19079,Unconscious Fainting NearFainting,Fever,Sepsis,5
19125,Unconscious Fainting NearFainting,GI GU Generalized Abdominal Pain,Syncope And Collapse,6
19147,Unconscious Fainting NearFainting,GI GU Nausea,Syncope And Collapse,4
19172,Unconscious Fainting NearFainting,General Malaise,Dizziness And Giddiness,3
19186,Unconscious Fainting NearFainting,General Malaise,Syncope And Collapse,10
19201,Unconscious Fainting NearFainting,Infectious Disease,Cellulitis Of Limb,3
19214,Unconscious Fainting NearFainting,Infectious Sepsis,Sepsis,4
19232,Unconscious Fainting NearFainting,Injury Head,Injury Of Head,6
19235,Unconscious Fainting NearFainting,Injury Head,Laceration ,3
19259,Unconscious Fainting NearFainting,Injury Neck,Strain Of Musclele,3
19277,Unconscious Fainting NearFainting,Injury Not Otherwise Listed,Laceration ,3
19278,Unconscious Fainting NearFainting,Injury Not Otherwise Listed,Pulmonary Embolism,3
19281,Unconscious Fainting NearFainting,Injury Not Otherwise Listed,Syncope And Collapse,4
19286,Unconscious Fainting NearFainting,Injury Shoulder Or Upper Arm,Fracture Of Seventh Cervical Vertebra,4
19305,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute And Chronic Respiratory Failure,5
19308,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,7
19313,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,14
19314,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,8
19315,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,21
19323,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction,3
19324,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Chest Pain,3
19329,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Concussion,3
19332,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Convulsions,7
19333,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Dehydration,6
19338,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Disorientation,3
19345,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Epilepsy,3
19354,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Hepatic Failure,4
19364,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Injury Of Head,3
19367,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,3
19387,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonitis,4
19393,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Benzodiazepines,11
19396,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Drug Meds Biol Subst,4
19397,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Heroin,3
19398,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Narcotics,6
19399,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Opioids,5
19408,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,30
19411,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Stimulant Abuse,4
19412,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,28
19413,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Toxic Encephalopathy,4
19414,Unconscious Fainting NearFainting,Neuro Altered Mental Status Altered Loc Decreased Loc,Transient Alteration Of Awareness,4
19439,Unconscious Fainting NearFainting,Neuro Headache Pain,Syncope And Collapse,5
19450,Unconscious Fainting NearFainting,Neuro Seizure,Alcohol Dependence,4
19451,Unconscious Fainting NearFainting,Neuro Seizure,Altered Mental Status,4
19452,Unconscious Fainting NearFainting,Neuro Seizure,Convulsions,13
19454,Unconscious Fainting NearFainting,Neuro Seizure,Epilepsy,8
19463,Unconscious Fainting NearFainting,Neuro Seizure,Seizures,5
19465,Unconscious Fainting NearFainting,Neuro Seizure,Syncope And Collapse,5
19470,Unconscious Fainting NearFainting,Neuro Status Epilepticus Seizure,Epilepsy,4
19476,Unconscious Fainting NearFainting,Neuro Stroke CVa,Cerebral Infarction,5
19499,Unconscious Fainting NearFainting,Neuro Tia Transient Ischemic Attack,Syncope And Collapse,3
19502,Unconscious Fainting NearFainting,Neuro Unconcious,Altered Mental Status,4
19518,Unconscious Fainting NearFainting,Neuro Unconcious,Sepsis,4
19520,Unconscious Fainting NearFainting,Neuro Unconcious,Syncope And Collapse,6
19525,Unconscious Fainting NearFainting,Not Applicable,Acute Respiratory Failure,3
19543,Unconscious Fainting NearFainting,Not Applicable,Syncope And Collapse,6
19552,Unconscious Fainting NearFainting,Not Recorded,Alcohol Abuse,8
19554,Unconscious Fainting NearFainting,Not Recorded,Altered Mental Status,9
19556,Unconscious Fainting NearFainting,Not Recorded,Atrial Fibrillation,3
19577,Unconscious Fainting NearFainting,Not Recorded,Dizziness And Giddiness,4
19589,Unconscious Fainting NearFainting,Not Recorded,Gastrointestinal Hemorrhage,3
19590,Unconscious Fainting NearFainting,Not Recorded,Generalized Epilepsy,3
19603,Unconscious Fainting NearFainting,Not Recorded,Laceration ,3
19616,Unconscious Fainting NearFainting,Not Recorded,Poisoning By Antipsychot Neurolept,3
19620,Unconscious Fainting NearFainting,Not Recorded,Poisoning By Heroin,6
19622,Unconscious Fainting NearFainting,Not Recorded,Poisoning By Opioids,3
19628,Unconscious Fainting NearFainting,Not Recorded,Sepsis,13
19629,Unconscious Fainting NearFainting,Not Recorded,Sick Sinus Syndrome,3
19634,Unconscious Fainting NearFainting,Not Recorded,Syncope And Collapse,31
19638,Unconscious Fainting NearFainting,Not Recorded,Traumatic Subdr Hem,4
19641,Unconscious Fainting NearFainting,Not Recorded,Type 2 Diabetes Mellitus,3
19670,Unconscious Fainting NearFainting,Pain Back Nontraumatic,Headache,3
19703,Unconscious Fainting NearFainting,Pain Not Elsewhere Mentioned Sudden Onset,Syncope And Collapse,4
19747,Unconscious Fainting NearFainting,Respiratory Acute Onset Distress,Sepsis,15
19767,Unconscious Fainting NearFainting,Respiratory Hyperventilation,Syncope And Collapse,3
19791,Unconscious Fainting NearFainting,Shoulder Lesions Shoulder,Syncope And Collapse,4
19814,Unconscious Fainting NearFainting,Symptoms And Signs Involving Emotional State,Syncope And Collapse,4
19819,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Acute Kidney Failure,7
19825,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Alcohol Dependence,3
19826,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Altered Mental Status,4
19829,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Atrial Fibrillation,4
19830,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Atrioventricular Block,4
19836,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Cerebral Infarction,3
19838,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Chest Pain,5
19840,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Chronic Or Duodenal Ulcer,6
19850,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Convulsions,3
19852,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Dehydration,14
19856,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Dizziness And Giddiness,14
19862,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Epilepsy,3
19869,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Headache,4
19879,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Hypotension,4
19888,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Laceration ,8
19898,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Noninfective Gastroenteritis And Colitis,3
19900,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Orthostatic Hypotension,12
19913,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Pregnancy Related Conditions,5
19915,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Pulmonary Embolism,4
19918,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Sepsis,4
19923,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Syncope And Collapse,212
19938,Unconscious Fainting NearFainting,Syncope Syncopal Episode Or Near,Weakness,3
19944,Unconscious Fainting NearFainting,Vertigo Dizziness,Dizziness And Giddiness,7
19954,Unconscious Fainting NearFainting,Vertigo Dizziness,Syncope And Collapse,5
19961,Unconscious Fainting NearFainting,Weakness,Acute Kidney Failure,7
19967,Unconscious Fainting NearFainting,Weakness,Altered Mental Status,7
19973,Unconscious Fainting NearFainting,Weakness,Atrial Fibrillation,3
19975,Unconscious Fainting NearFainting,Weakness,Benign Paroxysmal Vertigo,3
19979,Unconscious Fainting NearFainting,Weakness,Cerebral Infarction,3
19982,Unconscious Fainting NearFainting,Weakness,Chest Pain,4
19989,Unconscious Fainting NearFainting,Weakness,Dehydration,6
19994,Unconscious Fainting NearFainting,Weakness,Dizziness And Giddiness,7
19999,Unconscious Fainting NearFainting,Weakness,Flu,4
20000,Unconscious Fainting NearFainting,Weakness,Gastrointestinal Hemorrhage,3
20004,Unconscious Fainting NearFainting,Weakness,Hyp Hrt & Chr Kdny Dis,3
20007,Unconscious Fainting NearFainting,Weakness,Hypotension,3
20033,Unconscious Fainting NearFainting,Weakness,Orthostatic Hypotension,6
20038,Unconscious Fainting NearFainting,Weakness,Pneumonia,6
20047,Unconscious Fainting NearFainting,Weakness,Sepsis,22
20054,Unconscious Fainting NearFainting,Weakness,Syncope And Collapse,43
20061,Unconscious Fainting NearFainting,Weakness,Type 2 Diabetes Mellitus,3
20062,Unconscious Fainting NearFainting,Weakness,Urinary Tract Infection,7
20066,Unconscious Fainting NearFainting,Weakness,Weakness,3
20082,Unknown Problem Person Down,Abuse Of Alcohol,Acute Respiratory Failure,3
20083,Unknown Problem Person Down,Abuse Of Alcohol,Alcohol Abuse,49
20084,Unknown Problem Person Down,Abuse Of Alcohol,Alcohol Dependence,12
20096,Unknown Problem Person Down,Abuse Of Alcohol,Psychoactive Substance Abuse,4
20101,Unknown Problem Person Down,Abuse Of Alcohol Intoxication,Alcohol Abuse,15
20102,Unknown Problem Person Down,Abuse Of Alcohol Intoxication,Alcohol Dependence,4
20109,Unknown Problem Person Down,Abuse Of Alcohol Withdrawal,Alcohol Abuse,5
20127,Unknown Problem Person Down,Abuse Of Narcotic Ie Heroin,Poisoning By Heroin,3
20132,Unknown Problem Person Down,Abuse Of Psychoactive Substance,Alcohol Abuse,4
20140,Unknown Problem Person Down,Abuse Of Psychoactive Substance,Opioid Dependence,4
20147,Unknown Problem Person Down,Abuse Of Psychoactive Substance,Psychoactive Substance Abuse,3
20150,Unknown Problem Person Down,Abuse Of Psychoactive Substance,Stimulant Abuse,4
20184,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Abuse,5
20202,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,7
20206,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Panic Disorder [Episodic Paroxysmal Anxiety],3
20211,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Psychosis,3
20213,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Sepsis,3
20216,Unknown Problem Person Down,Behavioral Mental Disorder Not Otherwise Listed,Suicidal Ideations,3
20232,Unknown Problem Person Down,Behavioral Suicidal Homicidal Ideation,Suicidal Ideations,4
20239,Unknown Problem Person Down,CV Cardiac Arrest,Cardiac Arrest,9
20261,Unknown Problem Person Down,CV Hypotension,Sepsis,3
20264,Unknown Problem Person Down,Chest Pain,Chest Pain,3
20272,Unknown Problem Person Down,Convulsions,Convulsions,3
20303,Unknown Problem Person Down,Environment Poisoning Drug Ingestion Overdose,Alcohol Abuse,3
20410,Unknown Problem Person Down,Injury Not Otherwise Listed,Alcohol Dependence,3
20428,Unknown Problem Person Down,Injury Not Otherwise Listed,Laceration ,9
20446,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,23
20447,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,5
20448,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,8
20476,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Opioid Abuse,4
20488,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychoactive Substance Abuse,3
20489,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychoactive Substance Use,3
20492,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Schizoaffective Disorder,4
20495,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,7
20501,Unknown Problem Person Down,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,4
20565,Unknown Problem Person Down,Not Recorded,Alcohol Abuse,6
20567,Unknown Problem Person Down,Not Recorded,Altered Mental Status,3
20629,Unknown Problem Person Down,Pain Back Nontraumatic,Radiculopathy,3
20669,Unknown Problem Person Down,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Heroin,4
20730,Unknown Problem Person Down,Syncope Syncopal Episode Or Near,Syncope And Collapse,7
20741,Unknown Problem Person Down,Weakness,Acute Kidney Failure,3
20744,Unknown Problem Person Down,Weakness,Cerebral Infarction,3
20771,Unknown Problem Person Down,Weakness,Sepsis,5
20779,Unknown Problem Person Down,Weakness,Urinary Tract Infection,6
20824,ZMedical Transport,Behavioral Depression,Major Depressive Disorder,6
20842,ZMedical Transport,Behavioral Suicidal Homicidal Ideation,Major Depressive Disorder,5
20844,ZMedical Transport,Behavioral Suicidal Homicidal Ideation,Suicidal Ideations,4
