,complaint,impression,diagnosis,count
18195,Traumatic Injury,Injury Neck,Sprain Of Ligaments Of Cervical Spine,2
18196,Traumatic Injury,Injury Neck,Strain Of Musclele,6
18204,Traumatic Injury,Injury Not Otherwise Listed,Alcohol Dependence,2
18205,Traumatic Injury,Injury Not Otherwise Listed,Anterior Displaced Type II Dens Fracture,2
18210,Traumatic Injury,Injury Not Otherwise Listed,Cellulitis Of Limb,3
18211,Traumatic Injury,Injury Not Otherwise Listed,Cervicalgia,2
18215,Traumatic Injury,Injury Not Otherwise Listed,Concussion,12
18216,Traumatic Injury,Injury Not Otherwise Listed,Conduct Disorder,2
18222,Traumatic Injury,Injury Not Otherwise Listed,Contusion Of Front Wall Of Thorax,2
18235,Traumatic Injury,Injury Not Otherwise Listed,Dislocation Of Hip,2
18236,Traumatic Injury,Injury Not Otherwise Listed,Dislocation Of Internal Hip Prosthesis,7
18239,Traumatic Injury,Injury Not Otherwise Listed,Dislocation Of Patella,8
18242,Traumatic Injury,Injury Not Otherwise Listed,Displaced Bicondylar Fracture Of Tibia,2
18243,Traumatic Injury,Injury Not Otherwise Listed,Displaced Bimalleolar Fracture Of Leg,5
18244,Traumatic Injury,Injury Not Otherwise Listed,Displaced Comminuted Fracture Of Shaft Of Femur,3
18245,Traumatic Injury,Injury Not Otherwise Listed,Displaced Comminuted Fracture Of Shaft Of Tibia,2
18247,Traumatic Injury,Injury Not Otherwise Listed,Displaced Intertrochanteric Fracture Of Femur,3
18254,Traumatic Injury,Injury Not Otherwise Listed,Displaced Trimalleolar Fracture Of Leg,3
18259,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Clavicle,2
18261,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Fibula,2
18264,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Humerus,5
18265,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Lateral Malleolus Of Fibula,2
18277,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Scapula,2
18284,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of The Of Radius,2
18285,Traumatic Injury,Injury Not Otherwise Listed,Fracture Of Tibia,2
18292,Traumatic Injury,Injury Not Otherwise Listed,Injury Of Head,11
18294,Traumatic Injury,Injury Not Otherwise Listed,Injury Of Neck,2
18298,Traumatic Injury,Injury Not Otherwise Listed,Intracranial Injury,3
18300,Traumatic Injury,Injury Not Otherwise Listed,Laceration ,37
18302,Traumatic Injury,Injury Not Otherwise Listed,Lateral Dislocation Of Patella,3
18303,Traumatic Injury,Injury Not Otherwise Listed,Malingerer [Conscious Simulation],2
18305,Traumatic Injury,Injury Not Otherwise Listed,Multiple Fractures Of Ribs,4
18310,Traumatic Injury,Injury Not Otherwise Listed,Opioid Abuse,2
18314,Traumatic Injury,Injury Not Otherwise Listed,Pain In Hip,2
18315,Traumatic Injury,Injury Not Otherwise Listed,Pain In Knee,4
18317,Traumatic Injury,Injury Not Otherwise Listed,Pain In Shoulder,2
18321,Traumatic Injury,Injury Not Otherwise Listed,Periprosth Fracture Around Internal Prosthhip Jt,3
18323,Traumatic Injury,Injury Not Otherwise Listed,Pneumothorax,2
18326,Traumatic Injury,Injury Not Otherwise Listed,Posterior Dislocation Of Ulnohumeral Joint,2
18329,Traumatic Injury,Injury Not Otherwise Listed,Recurrent Dislocation,2
18330,Traumatic Injury,Injury Not Otherwise Listed,Sepsis,3
18332,Traumatic Injury,Injury Not Otherwise Listed,SltrHaris Type II Physeal Fracture Of Tibia,2
18336,Traumatic Injury,Injury Not Otherwise Listed,Sprain Of Ligament Of Ankle,5
18339,Traumatic Injury,Injury Not Otherwise Listed,Sprain Of Shoulder Joint,2
18340,Traumatic Injury,Injury Not Otherwise Listed,Sprain Of Site Of Knee,3
18341,Traumatic Injury,Injury Not Otherwise Listed,Strain Muscle Fasc Tend At Shldr Up Arm,2
18343,Traumatic Injury,Injury Not Otherwise Listed,Strain Of Musclele,8
18348,Traumatic Injury,Injury Not Otherwise Listed,Traumatic Subrac Hem,4
18358,Traumatic Injury,Injury Pelvis,Dislocation Of Internal Hip Prosthesis,2
18367,Traumatic Injury,Injury Shoulder Or Upper Arm,Dislocation Of Acromioclavicular Joint,3
18368,Traumatic Injury,Injury Shoulder Or Upper Arm,Dislocation Of Shoulder Joint,3
18373,Traumatic Injury,Injury Shoulder Or Upper Arm,Fracture Of Humerus,4
18375,Traumatic Injury,Injury Shoulder Or Upper Arm,Fracture Of Shaft Of Clavicle,2
18385,Traumatic Injury,Injury Shoulder Or Upper Arm,Recurrent Dislocation,3
18394,Traumatic Injury,Injury Thigh Upper Leg,Laceration ,2
18403,Traumatic Injury,Injury Wrist Hand Or Fingers,Fracture Of Distal Phalanx Of Middle Finger,2
18416,Traumatic Injury,Laceration ion Without Foreign Body Thigh Sequela,Fracture Of Distal Phalanx Of Index Fngr,2
18419,Traumatic Injury,Laceration ion Without Foreign Body Thigh Sequela,Laceration ,3
18428,Traumatic Injury,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,2
18430,Traumatic Injury,Neuro Altered Mental Status Altered Loc Decreased Loc,Concussion,5
18439,Traumatic Injury,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,2
18440,Traumatic Injury,Neuro Altered Mental Status Altered Loc Decreased Loc,Multiple Fractures Of Ribs,4
18453,Traumatic Injury,Neuro Headache Pain,Concussion,3
18475,Traumatic Injury,Not Applicable,Fracture Of Fibula,2
18479,Traumatic Injury,Not Applicable,Laceration ,7
18488,Traumatic Injury,Not Recorded,Cervicalgia,2
18489,Traumatic Injury,Not Recorded,Concussion,3
18492,Traumatic Injury,Not Recorded,Dislocation Of Internal Hip Prosthesis,4
18493,Traumatic Injury,Not Recorded,Dislocation Of Shoulder Joint,2
18500,Traumatic Injury,Not Recorded,Fracture Of One Rib,2
18509,Traumatic Injury,Not Recorded,Laceration ,2
18510,Traumatic Injury,Not Recorded,Lateral Dislocation Of Patella,2
18517,Traumatic Injury,Not Recorded,Posterior Dislocation Of Hip,2
18522,Traumatic Injury,Not Recorded,Strain Of Musclele,2
18535,Traumatic Injury,Pain,Cellulitis Of Limb,2
18538,Traumatic Injury,Pain,Concussion,3
18547,Traumatic Injury,Pain,Dislocation Of Internal Hip Prosthesis,2
18567,Traumatic Injury,Pain,Laceration ,2
18570,Traumatic Injury,Pain,Multiple Fractures Of Ribs,2
18575,Traumatic Injury,Pain,Pain In Hip,2
18581,Traumatic Injury,Pain,Recurrent Dislocation,2
18585,Traumatic Injury,Pain,Strain Of Musclele,6
18586,Traumatic Injury,Pain,Strain Of Musclele And Tendon Of Back Wall Of Thorax,2
18592,Traumatic Injury,Pain Back Nontraumatic,Contusion Of Back And Pelvis,2
18594,Traumatic Injury,Pain Back Nontraumatic,Fracture Of Lumbar Vertebra,2
18598,Traumatic Injury,Pain Back Nontraumatic,Intracranial Injury,2
18599,Traumatic Injury,Pain Back Nontraumatic,Low Back Pain,5
18600,Traumatic Injury,Pain Back Nontraumatic,Lumbago,2
18609,Traumatic Injury,Pain Back Nontraumatic,Sprain Of Joints And Ligaments Of Parts Of Neck,2
18613,Traumatic Injury,Pain Back Nontraumatic,Strain Of Musclele,4
18616,Traumatic Injury,Pain Chest Presumed Noncardiac,Contusion Of Front Wall Of Thorax,3
18626,Traumatic Injury,Pain Extremety Nontraumatic,Dislocation Of Internal Hip Prosthesis,2
18631,Traumatic Injury,Pain Extremety Nontraumatic,Hemarthrosis,2
18653,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Concussion,3
18659,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Dislocation Of Ankle Joint,2
18660,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Dislocation Of Internal Hip Prosthesis,2
18674,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Laceration ,2
18676,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Low Back Pain,2
18679,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Sprain Of Ligament Of Ankle,2
18683,Traumatic Injury,Pain Not Elsewhere Mentioned Sudden Onset,Strain Of Musclele,7
18724,Unconscious Fainting NearFainting,Abuse Of Alcohol,Alcohol Abuse,23
18725,Unconscious Fainting NearFainting,Abuse Of Alcohol,Alcohol Dependence,4
18726,Unconscious Fainting NearFainting,Abuse Of Alcohol,Altered Mental Status,3
18729,Unconscious Fainting NearFainting,Abuse Of Alcohol,Dislocation Of Acromioclavicular Joint,2
18735,Unconscious Fainting NearFainting,Abuse Of Alcohol,Poisoning By 4Aminophenol Derivatives,2
18741,Unconscious Fainting NearFainting,Abuse Of Alcohol,Toxic Effect Of Alcohol,2
18743,Unconscious Fainting NearFainting,Abuse Of Alcohol Intoxication,Alcohol Abuse,18
18744,Unconscious Fainting NearFainting,Abuse Of Alcohol Intoxication,Alcohol Dependence,7
18745,Unconscious Fainting NearFainting,Abuse Of Alcohol Intoxication,Altered Mental Status,2
18749,Unconscious Fainting NearFainting,Abuse Of Alcohol Intoxication,Injury Of Head,3
18754,Unconscious Fainting NearFainting,Abuse Of Alcohol Intoxication,Syncope And Collapse,2
18763,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Altered Mental Status,3
18766,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Concussion,2
18770,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Poisoning By Amphetamines,2
18772,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Poisoning By Drug Meds Biol Subst,3
18773,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Poisoning By Heroin,13
18774,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Poisoning By Narcotics,3
18776,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Poisoning By Opioids,4
18779,Unconscious Fainting NearFainting,Abuse Of Narcotic Ie Heroin,Stimulant Abuse,2
18782,Unconscious Fainting NearFainting,Abuse Of Psychoactive Substance,Alcohol Abuse,5
18784,Unconscious Fainting NearFainting,Abuse Of Psychoactive Substance,Altered Mental Status,2
18792,Unconscious Fainting NearFainting,Abuse Of Psychoactive Substance,Poisoning By Drug Meds Biol Subst,3
18799,Unconscious Fainting NearFainting,Abuse Of Sedative Hypnotic Or Anxiolytic,Altered Mental Status,3
18804,Unconscious Fainting NearFainting,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Benzodiazepines,2
18809,Unconscious Fainting NearFainting,Abuse Of Sedative Hypnotic Or Anxiolytic,Syncope And Collapse,2
18825,Unconscious Fainting NearFainting,Behavioral Anxiety,Anxiety Disorder,2
18826,Unconscious Fainting NearFainting,Behavioral Anxiety,Chest Pain,2
18828,Unconscious Fainting NearFainting,Behavioral Anxiety,Dizziness And Giddiness,2
18829,Unconscious Fainting NearFainting,Behavioral Anxiety,Headache,2
18836,Unconscious Fainting NearFainting,Behavioral Anxiety,Panic Disorder [Episodic Paroxysmal Anxiety],3
18839,Unconscious Fainting NearFainting,Behavioral Anxiety,Syncope And Collapse,6
18846,Unconscious Fainting NearFainting,Behavioral Hostile,Alcohol Abuse,2
18847,Unconscious Fainting NearFainting,Behavioral Hostile,Sprain Of Ligament Of Ankle,2
18849,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Abuse,2
18851,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Altered Mental Status,3
18853,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Anxiety Disorder,2
18855,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Chest Pain,2
18865,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Generalized Anxiety Disorder,2
18868,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,3
18872,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Paranoid Schizophrenia,2
18878,Unconscious Fainting NearFainting,Behavioral Mental Disorder Not Otherwise Listed,Syncope And Collapse,5
18880,Unconscious Fainting NearFainting,Behavioral Strange Behavior,Altered Mental Status,5
18882,Unconscious Fainting NearFainting,Behavioral Strange Behavior,Chest Pain,2
18887,Unconscious Fainting NearFainting,Behavioral Strange Behavior,Generalized Anxiety Disorder,2
18891,Unconscious Fainting NearFainting,Behavioral Strange Behavior,Syncope And Collapse,2
18899,Unconscious Fainting NearFainting,Behavioral Suicide Attempt,Poisoning By Propionic Acid Derivatives,2
18905,Unconscious Fainting NearFainting,CV Cardiac Arrest,Cardiac Arrest,17
18911,Unconscious Fainting NearFainting,CV Cardiac Arrest,St Elevation Stemi Myocardial Infarction Of Site,2
18918,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Anxiety Disorder,2
18919,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Atrial Fibrillation,2
18922,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Bradycardia,2
18924,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Chest Pain,2
18933,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Sepsis,3
18937,Unconscious Fainting NearFainting,CV Cardiac Arrhythmia Dysrhythmia,Syncope And Collapse,8
18948,Unconscious Fainting NearFainting,CV Chest Pain Presumed Cardiac,Chest Pain,3
18952,Unconscious Fainting NearFainting,CV Chest Pain Presumed Cardiac,Sepsis,2
18953,Unconscious Fainting NearFainting,CV Chest Pain Presumed Cardiac,Stemi Involving Coronary Artery Of Anterior Wall,2
18960,Unconscious Fainting NearFainting,CV Hypertension,Hypertensive Urgency,2
18967,Unconscious Fainting NearFainting,CV Hypotension,Acute Kidney Failure,2
18968,Unconscious Fainting NearFainting,CV Hypotension,Acute Posthemorrhagic Anemia,2
18969,Unconscious Fainting NearFainting,CV Hypotension,Dehydration,2
18972,Unconscious Fainting NearFainting,CV Hypotension,Hypotension,3
18974,Unconscious Fainting NearFainting,CV Hypotension,Orthostatic Hypotension,2
18977,Unconscious Fainting NearFainting,CV Hypotension,Sepsis,2
18978,Unconscious Fainting NearFainting,CV Hypotension,Syncope And Collapse,16
18979,Unconscious Fainting NearFainting,CV Hypotension,Urinary Tract Infection,3
19003,Unconscious Fainting NearFainting,Convulsions,Convulsions,3
19004,Unconscious Fainting NearFainting,Convulsions,Epilepsy,2
19012,Unconscious Fainting NearFainting,Dehydration,Sepsis,3
19013,Unconscious Fainting NearFainting,Dehydration,Syncope And Collapse,2
19020,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Altered Mental Status,2
19022,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Diabetes Mellitus,2
19027,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,3
19028,Unconscious Fainting NearFainting,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,6
19029,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Altered Mental Status,4
19037,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,3
19038,Unconscious Fainting NearFainting,Endocrine Hypoglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,5
19047,Unconscious Fainting NearFainting,Environment Hypothermia,Hypothermia,3
19049,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Alcohol Abuse,3
19057,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Poisoning By Heroin,3
19059,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Poisoning By Narcotics,2
19060,Unconscious Fainting NearFainting,Environment Poisoning Drug Ingestion Overdose,Poisoning By Opioids,2
19072,Unconscious Fainting NearFainting,Fatigue,Syncope And Collapse,2
19075,Unconscious Fainting NearFainting,Fatigue,Weakness,2
19079,Unconscious Fainting NearFainting,Fever,Sepsis,5
19083,Unconscious Fainting NearFainting,GI GU Abdominal Pain Acute Onset,Abdominal Pain,2
19092,Unconscious Fainting NearFainting,GI GU Abdominal Pain Acute Onset,Noninfective Gastroenteritis And Colitis,2
19106,Unconscious Fainting NearFainting,GI GU Diarrhea,Urinary Tract Infection,2
19125,Unconscious Fainting NearFainting,GI GU Generalized Abdominal Pain,Syncope And Collapse,6
19134,Unconscious Fainting NearFainting,GI GU Nausea,Diseases And Conditions Compl Preg Chldbrth,2
19147,Unconscious Fainting NearFainting,GI GU Nausea,Syncope And Collapse,4
19162,Unconscious Fainting NearFainting,General Malaise,Abscess,2
19165,Unconscious Fainting NearFainting,General Malaise,Altered Mental Status,2
19172,Unconscious Fainting NearFainting,General Malaise,Dizziness And Giddiness,3
19184,Unconscious Fainting NearFainting,General Malaise,Suicidal Ideations,2
19186,Unconscious Fainting NearFainting,General Malaise,Syncope And Collapse,10
19201,Unconscious Fainting NearFainting,Infectious Disease,Cellulitis Of Limb,3
19205,Unconscious Fainting NearFainting,Infectious Disease,Sepsis,2
19214,Unconscious Fainting NearFainting,Infectious Sepsis,Sepsis,4
19217,Unconscious Fainting NearFainting,Influenza Due To Identified Influenza Virus With Respiratory Manifestations,Syncope And Collapse,2
19232,Unconscious Fainting NearFainting,Injury Head,Injury Of Head,6
19234,Unconscious Fainting NearFainting,Injury Head,Intracranial Injury,2
19235,Unconscious Fainting NearFainting,Injury Head,Laceration ,3
19237,Unconscious Fainting NearFainting,Injury Head,Syncope And Collapse,2
19255,Unconscious Fainting NearFainting,Injury Lower Leg,Syncope And Collapse,2
19259,Unconscious Fainting NearFainting,Injury Neck,Strain Of Musclele,3
19266,Unconscious Fainting NearFainting,Injury Not Otherwise Listed,Contusion Of Head,2
